"","EcoRegion.Domain","Terrain","Incident.Type","Age","Group.Type","Weight..Kg.","Height..Cm.","Build","Physical.Fitness","Mental.Fitness","Experience","Equipment","Personality","Total.hours","Temp.H","Temp.L","Snow","Rain","Subject.Status","Super.Category","Group"
"13529","DRY","MOUNTAINOUS","SEARCH",58,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13530","TEMPERATE","MOUNTAINOUS","SEARCH",21,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13531","TEMPERATE","MOUNTAINOUS","SEARCH",80,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13532","TEMPERATE","MOUNTAINOUS","SEARCH",3,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13533","TEMPERATE","MOUNTAINOUS","SEARCH",20,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13534","TEMPERATE","MOUNTAINOUS","SEARCH",36,"F",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13535","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"13536","TEMPERATE","MOUNTAINOUS","SEARCH",81,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13537","TEMPERATE","MOUNTAINOUS","SEARCH",54,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13538","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","VEHICLE","NO"
"13539","TEMPERATE","MOUNTAINOUS","SEARCH",41,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13540","TEMPERATE","MOUNTAINOUS","SEARCH",48,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13541","TEMPERATE","MOUNTAINOUS","SEARCH",34,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13542","TEMPERATE","MOUNTAINOUS","SEARCH",12,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13543","TEMPERATE","MOUNTAINOUS","SEARCH",80,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13544","TEMPERATE","MOUNTAINOUS","SEARCH",41,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13545","TEMPERATE","MOUNTAINOUS","SEARCH",19,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13546","TEMPERATE","MOUNTAINOUS","SEARCH",29,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13547","TEMPERATE","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13548","DRY","HILLY","SEARCH",88,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13549","DRY","HILLY","SEARCH",14,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13550","TEMPERATE","MOUNTAINOUS","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13551","TEMPERATE","MOUNTAINOUS","SEARCH",35,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13552","DRY","MOUNTAINOUS","SEARCH",72,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13553","TEMPERATE","MOUNTAINOUS","SEARCH",46,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13554","TEMPERATE","MOUNTAINOUS","SEARCH",25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13555","DRY","MOUNTAINOUS","SEARCH",14,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13556","DRY","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13557","TEMPERATE","MOUNTAINOUS","SEARCH",39,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13558","DRY","HILLY","SEARCH",76,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13559","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13560","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13561",NA,NA,"SEARCH",49,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13562","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13563","TEMPERATE","MOUNTAINOUS","SEARCH",80,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13564","DRY","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13565","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13566","TEMPERATE","MOUNTAINOUS","SEARCH",49,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13567","TEMPERATE","MOUNTAINOUS","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13568","DRY","HILLY","SEARCH",54,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13569","TEMPERATE","MOUNTAINOUS","SEARCH",12,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13570","TEMPERATE","MOUNTAINOUS","SEARCH",23,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13571","TEMPERATE","MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13572","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13573","TEMPERATE","MOUNTAINOUS","SEARCH",42,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13574","DRY","MOUNTAINOUS","SEARCH",32,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13575","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13576","TEMPERATE","MOUNTAINOUS","SEARCH",15,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13577","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13578","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13579","DRY","HILLY","SEARCH",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13580","TEMPERATE","MOUNTAINOUS","SEARCH",26,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13581","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13582","TEMPERATE","MOUNTAINOUS","SEARCH",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13583","TEMPERATE","MOUNTAINOUS","SEARCH",27,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13584","TEMPERATE","MOUNTAINOUS","SEARCH",71,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13585","TEMPERATE","MOUNTAINOUS","SEARCH",21,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13586","TEMPERATE","MOUNTAINOUS","SEARCH",55,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13587","TEMPERATE","MOUNTAINOUS","SEARCH",63,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13588","TEMPERATE","MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13589","DRY","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13590","TEMPERATE","MOUNTAINOUS","SEARCH",67,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13591","TEMPERATE","MOUNTAINOUS","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13592","TEMPERATE","MOUNTAINOUS","SEARCH",67,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13593","TEMPERATE","MOUNTAINOUS","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13594","TEMPERATE","MOUNTAINOUS","SEARCH",58,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13595","TEMPERATE","MOUNTAINOUS","SEARCH",69,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13596","TEMPERATE","MOUNTAINOUS","SEARCH",8,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13597","TEMPERATE","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13598","TEMPERATE","MOUNTAINOUS","SEARCH",18,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13599","TEMPERATE","MOUNTAINOUS","SEARCH",31,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13600","TEMPERATE","MOUNTAINOUS","SEARCH",5,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13601","TEMPERATE","MOUNTAINOUS","SEARCH",63,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13602","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13603","TEMPERATE","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13604","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13605","TEMPERATE","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13606","TEMPERATE","MOUNTAINOUS","SEARCH",46,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13607","TEMPERATE","MOUNTAINOUS","SEARCH",67,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13608","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13609","TEMPERATE","MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13610","TEMPERATE","MOUNTAINOUS","SEARCH",82,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13611","DRY","MOUNTAINOUS","SEARCH",88,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13612","DRY","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER","YES"
"13613","TEMPERATE","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13614","TEMPERATE","MOUNTAINOUS","SEARCH",2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13615","DRY","HILLY","SEARCH",75,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13616","TEMPERATE","MOUNTAINOUS","SEARCH",23,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13617","TEMPERATE","MOUNTAINOUS","SEARCH",53,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13618","TEMPERATE","MOUNTAINOUS","SEARCH",72,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13619","DRY","MOUNTAINOUS","SEARCH",25,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13620","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13621","DRY","MOUNTAINOUS","SEARCH",17,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13622","DRY","MOUNTAINOUS","SEARCH",50,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13623","TEMPERATE","MOUNTAINOUS","SEARCH",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13624","DRY","MOUNTAINOUS","SEARCH",32,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13625","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13626","DRY","MOUNTAINOUS","SEARCH",78,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13627","TEMPERATE","MOUNTAINOUS","SEARCH",21,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13628","TEMPERATE","MOUNTAINOUS","SEARCH",15,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13629","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13630","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13631","TEMPERATE","MOUNTAINOUS","SEARCH",59,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13632","TEMPERATE","MOUNTAINOUS","SEARCH",35,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13633","DRY","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13634","TEMPERATE","MOUNTAINOUS","SEARCH",46,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13635","TEMPERATE","MOUNTAINOUS","SEARCH",16,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13636","DRY","MOUNTAINOUS","SEARCH",42,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13637","TEMPERATE","MOUNTAINOUS","SEARCH",60,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13638","TEMPERATE","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13639","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13640","TEMPERATE","MOUNTAINOUS","SEARCH",13,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13641","TEMPERATE","MOUNTAINOUS","SEARCH",41,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13642","TEMPERATE","MOUNTAINOUS","SEARCH",67,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13643","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13644","TEMPERATE","MOUNTAINOUS","SEARCH",42,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13645","TEMPERATE","MOUNTAINOUS","SEARCH",2,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13646","TEMPERATE","MOUNTAINOUS","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13647","TEMPERATE","MOUNTAINOUS","SEARCH",52,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13648","TEMPERATE","MOUNTAINOUS","SEARCH",53,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13649","TEMPERATE","MOUNTAINOUS","SEARCH",77,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13650","TEMPERATE","MOUNTAINOUS","SEARCH",65,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13651","DRY","MOUNTAINOUS","SEARCH",61,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13652","DRY","HILLY","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13653","DRY","MOUNTAINOUS","SEARCH",52,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13654","TEMPERATE","MOUNTAINOUS","SEARCH",61,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13655","TEMPERATE","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13656","TEMPERATE","MOUNTAINOUS","SEARCH",39,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13657","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13658","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13659","DRY","HILLY","SEARCH",50,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13660","DRY","MOUNTAINOUS","SEARCH",49,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13661","TEMPERATE","MOUNTAINOUS","SEARCH",70,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13662","TEMPERATE","MOUNTAINOUS","SEARCH",39,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13663","TEMPERATE","MOUNTAINOUS","SEARCH",49,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13664","TEMPERATE","MOUNTAINOUS","SEARCH",43,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13665","TEMPERATE","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13666","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13667","DRY","HILLY","SEARCH",19,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13668",NA,NA,"SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13669","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13670","DRY","MOUNTAINOUS","SEARCH",72,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13671","TEMPERATE","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13672","TEMPERATE","MOUNTAINOUS","SEARCH",20,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13673","TEMPERATE","MOUNTAINOUS","SEARCH",51,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13674","TEMPERATE","MOUNTAINOUS","SEARCH",32,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13675","TEMPERATE","MOUNTAINOUS","SEARCH",55,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13676","TEMPERATE","MOUNTAINOUS","SEARCH",30,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13677","TEMPERATE","MOUNTAINOUS","SEARCH",16,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13678","TEMPERATE","MOUNTAINOUS","SEARCH",60,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13679","TEMPERATE","MOUNTAINOUS","SEARCH",18,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
